# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20210829
# End date: 20210904

Page path + query string and screen class,Views
/stat-models-v1/introducing-linear-mixed-effects-models.html,482
/,314
/stat-models-v1/index.html,162
/msc-data-skills/ggplot.html,111
/stat-models-v1/,102
/data-skills-v1/,93
/stat-models-v1/introduction.html,62
/msc-data-skills/,56
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html,52
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,50
/msc-data-skills/sim.html,46
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,45
/reprores-v2/sim.html,43
/stat-models-v1/multiple-regression.html,42
/stat-models-v1/generalized-linear-mixed-effects-models.html,39
/reprores-v2/,34
/data-skills-v1/getting-to-know-the-data.html,30
/msc-data-skills/glm.html,27
/msc-data-skills/intro.html,23
/stat-models-v1/interactions.html,23
/msc-data-skills/func.html,19
/stat-models-v1/modeling-ordinal-data.html,19
/resources.html,18
/data-skills-v1/intro-to-probability.html,17
/msc-data-skills/joins.html,16
/data-skills-v1/data-wrangling-1.html,15
/msc-data-skills/tidyr.html,15
/data-skills-v1/programming-basics.html,14
/book-template/setup.html,13
/index.html,13
/quant-fun-v2/,13
/template/,13
/data-skills-v1/index.html,12
/data-skills-v1/ref1.html,11
/book-template/webex.html,10
/msc-data-skills/dplyr.html,10
/msc-data-skills/data.html,9
/data-skills-v1/loading-data.html,8
/data-skills-v1/simulation.html,8
/msc-data-skills/repro.html,8
/reprores-v2/data.html,8
/reprores-v2/ggplot.html,8
/books/,7
/data-skills-v1/intro-to-data-viz.html,7
/data-skills-v1/project-analysis.html,7
/reprores-v2/dplyr.html,6
/template/installing-r.html,6
/book-template/psyteachr-style-guide.html,5
/data-skills-v1/mega-pipe.html,5
/data-skills-v1/probability-continued.html,5
/data-skills-v1/reshaping-data.html,5
/data-skills-v1/scatterplots.html,5
/msc-data-skills/index.html,5
/reprores-v2/glm.html,5
/template/intro.html,5
/Physics-SPM/electronics.html,4
/Physics-SPM/index.html,4
/data-skills-v1/aq-data-and-recap.html,4
/quant-fun-v2/intro-to-r.html,4
/reprores-v2/repro.html,4
/Physics-SPM/electricity.html,3
/Physics-SPM/electromagnetism.html,3
/Physics-SPM/force-and-motion.html,3
/Physics-SPM/pressure.html,3
/book-template/,3
/book-template/index.html,3
/data-skills-v1/data-wrangling-2.html,3
/data-skills-v1/updating-r-rstudio-and-packages.html,3
/reprores-v2/intro.html,3
/reprores-v2/joins.html,3
/reprores-v2/tidyr.html,3
/?s=03,2
/msc-data-skills/acknowledgements.html,2
/msc-data-skills/installingr.html,2
/quant-fun-v2/programming-basics.html,2
/quant-fun-v2/screening-data.html,2
/reprores-v2/data.html?q=integer,2
/reprores-v2/func.html,2
/reprores-v2/index.html,2
/reprores-v2/joins.html?q=missing,2
/rmd_output/3/,2
/stat-models-v1/bibliography.html,2
/stat-models-v1/symbols.html,2
/template/conventions.html,2
/?fbclid=IwAR0xo8xyaKdf9EBXbJ_JXH2znY9ztKQAPsBTi_m6omn_ffCCtnP2Xwx_ch0,1
/?fbclid=IwAR2QOoTmRnd0ffjV_go2olqqkum35oQA9IyOxiKzxqJuRqRbmgwNIwwa7l0,1
/Physics-SPM/,1
/data-skills-v1/data-wrangling-2.html?q=Group,1
/data-skills-v1/installing-r.html,1
/data-skills-v1/intro-to-data-viz.html?q=fac,1
/data-skills-v1/intro-to-data-viz.html?q=round,1
/data-skills-v1/license.html,1
/data-skills-v1/loading-data.html?q=check,1
/data-skills-v1/pipes.html,1
/data-skills-v1/probability-continued.html?q=decimal,1
/data-skills-v1/probability-continued.html?q=place,1
/data-skills-v1/project-analysis.html?q=%in%,1
/data-skills-v1/project-analysis.html?q=recode,1
/data-skills-v1/ref1.html?q=round,1
/data-skills-v1/references.html,1
/data-skills-v1/reshaping-data.html?q=geom_hist,1
/data-skills-v1/scatterplots.html?q=mutate,1
/data-skills-v1/symbols.html,1
/msc-data-skills/bookrefs.html,1
/msc-data-skills/exercise-answers.html,1
/quant-fun-v2/additional-resources.html,1
/quant-fun-v2/conventions.html,1
/quant-fun-v2/correlation.html,1
/quant-fun-v2/data-wrangling-1.html,1
/quant-fun-v2/data-wrangling-2.html,1
/quant-fun-v2/data-wrangling-3.html,1
/quant-fun-v2/factorial-anova.html,1
/quant-fun-v2/installing-r.html,1
/quant-fun-v2/intro-to-data-viz.html,1
/quant-fun-v2/license.html,1
/quant-fun-v2/loading-data.html,1
/quant-fun-v2/multiple-regression.html,1
/quant-fun-v2/one-way-anova.html,1
/quant-fun-v2/power-and-error.html,1
/quant-fun-v2/probability.html,1
/quant-fun-v2/references.html,1
/quant-fun-v2/regression.html,1
/quant-fun-v2/symbols.html,1
/quant-fun-v2/t-tests.html,1
/quant-fun-v2/updating-packages.html,1
/quant-fun-v2/visualisation.html,1
/reprores-v2/acknowledgements.html,1
/reprores-v2/data.html?q=import,1
/reprores-v2/dplyr.html?q=missing,1
/reprores-v2/dplyr.html?q=mutate,1
/reprores-v2/reprores-v2.epub,1
/rmd_output/1/index.html,1
/rmd_output/1/therapeutic.html,1
/rmd_output/2/index.html,1
/rmd_output/2/therapeutic.html,1
/rmd_output/3/index.html,1
/rmd_output/3/intro.html,1
/rmd_output/3/t%C3%A0i-li%E1%BB%87u-tham-kh%E1%BA%A3o.html,1
/rmd_output/3/therapeutic.html,1
/rmd_output/4/,1
/rmd_output/4/index.html,1
/stat-models-v1/?s=09,1
/stat-models-v1/introducing-linear-mixed-effects-models.html?fbclid=IwAR0VFwhu1TeAZ_NNOO-RzjfMRrkMS72uNBklVVVU6XgQj3gEtO-kMUjZwoU,1
/template/symbols.html,1

# Start date: 20210829
# End date: 20210904
Page path + query string and screen class,Views,Users
/stat-models-v1/introducing-linear-mixed-effects-models.html,482,367
/,314,169
/stat-models-v1/index.html,162,108
/msc-data-skills/ggplot.html,111,83
/stat-models-v1/,102,67
/data-skills-v1/,93,51
/stat-models-v1/introduction.html,62,45
/msc-data-skills/,56,40
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html,52,42
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,50,23
/msc-data-skills/sim.html,46,38
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,45,27
/reprores-v2/sim.html,43,3
/stat-models-v1/multiple-regression.html,42,28
/stat-models-v1/generalized-linear-mixed-effects-models.html,39,25
/reprores-v2/,34,30
/data-skills-v1/getting-to-know-the-data.html,30,22
/msc-data-skills/glm.html,27,23
/msc-data-skills/intro.html,23,17
/stat-models-v1/interactions.html,23,23
/msc-data-skills/func.html,19,17
/stat-models-v1/modeling-ordinal-data.html,19,15
/resources.html,18,12
/data-skills-v1/intro-to-probability.html,17,6
/msc-data-skills/joins.html,16,10
/data-skills-v1/data-wrangling-1.html,15,9
/msc-data-skills/tidyr.html,15,11
/data-skills-v1/programming-basics.html,14,11
/book-template/setup.html,13,10
/index.html,13,7
/quant-fun-v2/,13,9
/template/,13,7
/data-skills-v1/index.html,12,6
/data-skills-v1/ref1.html,11,8
/book-template/webex.html,10,4
/msc-data-skills/dplyr.html,10,9
/msc-data-skills/data.html,9,7
/data-skills-v1/loading-data.html,8,5
/data-skills-v1/simulation.html,8,6
/msc-data-skills/repro.html,8,5
/reprores-v2/data.html,8,5
/reprores-v2/ggplot.html,8,5
/books/,7,4
/data-skills-v1/intro-to-data-viz.html,7,5
/data-skills-v1/project-analysis.html,7,5
/reprores-v2/dplyr.html,6,2
/template/installing-r.html,6,2
/book-template/psyteachr-style-guide.html,5,3
/data-skills-v1/mega-pipe.html,5,4
/data-skills-v1/probability-continued.html,5,3
/data-skills-v1/reshaping-data.html,5,3
/data-skills-v1/scatterplots.html,5,4
/msc-data-skills/index.html,5,4
/reprores-v2/glm.html,5,4
/template/intro.html,5,3
/Physics-SPM/electronics.html,4,2
/Physics-SPM/index.html,4,2
/data-skills-v1/aq-data-and-recap.html,4,3
/quant-fun-v2/intro-to-r.html,4,3
/reprores-v2/repro.html,4,4
/Physics-SPM/electricity.html,3,1
/Physics-SPM/electromagnetism.html,3,1
/Physics-SPM/force-and-motion.html,3,1
/Physics-SPM/pressure.html,3,1
/book-template/,3,2
/book-template/index.html,3,1
/data-skills-v1/data-wrangling-2.html,3,3
/data-skills-v1/updating-r-rstudio-and-packages.html,3,3
/reprores-v2/intro.html,3,3
/reprores-v2/joins.html,3,3
/reprores-v2/tidyr.html,3,2
/?s=03,2,1
/msc-data-skills/acknowledgements.html,2,2
/msc-data-skills/installingr.html,2,2
/quant-fun-v2/programming-basics.html,2,2
/quant-fun-v2/screening-data.html,2,2
/reprores-v2/data.html?q=integer,2,1
/reprores-v2/func.html,2,2
/reprores-v2/index.html,2,2
/reprores-v2/joins.html?q=missing,2,1
/rmd_output/3/,2,2
/stat-models-v1/bibliography.html,2,2
/stat-models-v1/symbols.html,2,2
/template/conventions.html,2,1
/?fbclid=IwAR0xo8xyaKdf9EBXbJ_JXH2znY9ztKQAPsBTi_m6omn_ffCCtnP2Xwx_ch0,1,1
/?fbclid=IwAR2QOoTmRnd0ffjV_go2olqqkum35oQA9IyOxiKzxqJuRqRbmgwNIwwa7l0,1,1
/Physics-SPM/,1,1
/data-skills-v1/data-wrangling-2.html?q=Group,1,1
/data-skills-v1/installing-r.html,1,1
/data-skills-v1/intro-to-data-viz.html?q=fac,1,1
/data-skills-v1/intro-to-data-viz.html?q=round,1,1
/data-skills-v1/license.html,1,1
/data-skills-v1/loading-data.html?q=check,1,1
/data-skills-v1/pipes.html,1,1
/data-skills-v1/probability-continued.html?q=decimal,1,1
/data-skills-v1/probability-continued.html?q=place,1,1
/data-skills-v1/project-analysis.html?q=%in%,1,1
/data-skills-v1/project-analysis.html?q=recode,1,1
/data-skills-v1/ref1.html?q=round,1,1
/data-skills-v1/references.html,1,1
/data-skills-v1/reshaping-data.html?q=geom_hist,1,1
/data-skills-v1/scatterplots.html?q=mutate,1,1
/data-skills-v1/symbols.html,1,1
/msc-data-skills/bookrefs.html,1,1
/msc-data-skills/exercise-answers.html,1,1
/quant-fun-v2/additional-resources.html,1,1
/quant-fun-v2/conventions.html,1,1
/quant-fun-v2/correlation.html,1,1
/quant-fun-v2/data-wrangling-1.html,1,1
/quant-fun-v2/data-wrangling-2.html,1,1
/quant-fun-v2/data-wrangling-3.html,1,1
/quant-fun-v2/factorial-anova.html,1,1
/quant-fun-v2/installing-r.html,1,1
/quant-fun-v2/intro-to-data-viz.html,1,1
/quant-fun-v2/license.html,1,1
/quant-fun-v2/loading-data.html,1,1
/quant-fun-v2/multiple-regression.html,1,1
/quant-fun-v2/one-way-anova.html,1,1
/quant-fun-v2/power-and-error.html,1,1
/quant-fun-v2/probability.html,1,1
/quant-fun-v2/references.html,1,1
/quant-fun-v2/regression.html,1,1
/quant-fun-v2/symbols.html,1,1
/quant-fun-v2/t-tests.html,1,1
/quant-fun-v2/updating-packages.html,1,1
/quant-fun-v2/visualisation.html,1,1
/reprores-v2/acknowledgements.html,1,1
/reprores-v2/data.html?q=import,1,1
/reprores-v2/dplyr.html?q=missing,1,1
/reprores-v2/dplyr.html?q=mutate,1,1
/reprores-v2/reprores-v2.epub,1,1
/rmd_output/1/index.html,1,1
/rmd_output/1/therapeutic.html,1,1
/rmd_output/2/index.html,1,1
/rmd_output/2/therapeutic.html,1,1
/rmd_output/3/index.html,1,1
/rmd_output/3/intro.html,1,1
/rmd_output/3/t%C3%A0i-li%E1%BB%87u-tham-kh%E1%BA%A3o.html,1,1
/rmd_output/3/therapeutic.html,1,1
/rmd_output/4/,1,1
/rmd_output/4/index.html,1,1
/stat-models-v1/?s=09,1,1
/stat-models-v1/introducing-linear-mixed-effects-models.html?fbclid=IwAR0VFwhu1TeAZ_NNOO-RzjfMRrkMS72uNBklVVVU6XgQj3gEtO-kMUjZwoU,1,1
/template/symbols.html,1,1

# All Users
# Start date: 20210829
# End date: 20210904

Page path + query string and screen class,Hostname,Views,Users,New users,Views per user,Average engagement time,Unique user scrolls,Event count,Conversions,Total revenue
/stat-models-v1/introducing-linear-mixed-effects-models.html,psyteachr.github.io,482,367,323,1.3133514986376023,32.61035422343324,0,1417,0,0
/,psyteachr.github.io,314,169,145,1.8579881656804733,18.893491124260354,0,902,0,0
/stat-models-v1/index.html,psyteachr.github.io,162,108,56,1.5,19.36111111111111,0,405,0,0
/msc-data-skills/ggplot.html,psyteachr.github.io,111,83,72,1.3373493975903614,48.01204819277108,0,378,0,0
/stat-models-v1/,psyteachr.github.io,102,67,26,1.5223880597014925,22.895522388059703,0,253,0,0
/data-skills-v1/,psyteachr.github.io,93,51,10,1.8235294117647058,19.764705882352942,0,204,0,0
/stat-models-v1/introduction.html,psyteachr.github.io,62,45,1,1.3777777777777778,64.31111111111112,0,119,0,0
/msc-data-skills/,psyteachr.github.io,56,40,31,1.4,16.6,0,178,0,0
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html,psyteachr.github.io,52,42,2,1.2380952380952381,48.642857142857146,0,107,0,0
