# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20220327
# End date: 20220402

Page path + query string and screen class,Views
/workshop-dataviz/index.html,22
/msc-data-skills/,21
/quant-fun-v2/multiple-regression.html,21
/reprores-v2/dplyr.html,21
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,21
/DTHCB/dthcb_gioithieu.html,20
/data-skills-v1/intro-to-data-viz.html,20
/data-skills-v1/scatterplots.html,20
/quant-fun-v2/index.html,20
/reprores-v2/data.html,20
/shinyintro/sharing.html,20
/ads-v1/plotstyle.html,19
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html,19
/data-skills-v1/intro-to-probability.html,19
/handyworkbook/one-way-between-subjects-tables.html,19
/stat-models-v1/introduction.html,19
/ug2-practical/visualisation-through-ggplot2.html,19
/introdataviz/getting-started.html,18
/shinyintro/web.html,18
/stat-models-v1/multiple-regression.html,18
/msc-conv/t-tests.html,17
/quant-fun-v2/screening-data.html,17
/shiny-tutorials/data-input.html,17
/shinyintro/contingency.html,17
/shinyintro/modules.html,17
/DTHCB/dthcb_hienmac_moimac.html,16
/data-skills-v1/loading-data.html,16
/data-skills-v1/simulation.html,16
/handyworkbook/foreword.html,16
/msc-conv/dissertation-analysis-guide.html,16
/DTHCB/dthcb_nccatngang.html,15
/data-skills-v1/data-wrangling-2.html,15
/data-skills-v1/pipes.html,15
/handyworkbook/simple-linear-regression.html,15
/introdataviz/introduction.html,15
/msc-conv/,15
/msc-conv/data-wrangling-1.html,15
/analysis-v2/apes---alpha-power-effect-sizes-sample-size.html,14
/analysis-v2/nhst-two-sample-t-test.html,14
/analysis-v2/revisiting-probability-distributions.html,14
/mms/coding_club.html,14
/reprores-v2/repro.html,14
/ug2-practical/data-wrangling-a-key-skill.html,14
/analysis-v2/factorial-anova.html,13
/handyworkbook/correlation-pearson.html,13
/reprores-v2/joins.html,13
/data-skills-v1/programming-basics.html,12
/quant-fun-v2/factorial-anova.html,12
/ug2-practical/starting-with-r-markdown.html,12
/DTHCB/dthcb_ncbenhchung.html,11
/analysis-v2/data-visualisation-through-ggplot2.html,11
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html,11
/handyworkbook/index.html,11
/msc-conv/comparing-two-correlations.html,11
/msc-conv/data-wrangling-2.html,11
/msc-data-skills/dplyr.html,11
/quant-fun-v2/foreword.html,11
/reprores-v2/index.html,11
/reprores-v2/tidyr.html,11
/shinyintro/reactives.html,11
/DTHCB/dthcb_ncmota.html,10
/DTHCB/dthcb_sodokethop.html,10
/DTHCB/dthcb_trinhbay.html,10
/ads-v1/installing-r.html,10
/analysis-v2/index.html,10
/data-skills-v1/index.html,10
/data-skills-v1/ref1.html,10
/data-skills-v1/reshaping-data.html,10
/glossary/,10
/handyworkbook/point-estimates.html,10
/reprores-v2/ggplot.html,10
/shinyintro/debugging.html,10
/30-day-chart-challenge/comparisons.html,9
/analysis-v2/simple-regression.html,9
/data-skills-v1/aq-data-and-recap.html,9
/data-skills-v1/project-analysis.html,9
/handyworkbook/one-way-within-subjects-tables.html,9
/mms/,9
/msc-conv/visualisation.html,9
/msc-data-skills/intro.html,9
/quant-fun-v2/regression.html,9
/reprores-v2/func.html,9
/shinyintro/structure.html,9
/30-day-chart-challenge/flora.html,8
/DTHCB/dthcb_ncdh.html,8
/data-skills-v1/mega-pipe.html,8
/introdataviz/index.html,8
/msc-data-skills/func.html,8
/msc-data-skills/tidyr.html,8
/reprores-v2/glm.html,8
/template/,8
/DTHCB/dthcb_dich2.html,7
/DTHCB/dthcb_thietke.html,7
/glossary/c.html,7
/msc-data-skills/data.html,7
/msc-data-skills/index.html,7
/shiny-tutorials/index.html,7
/tutorials/,7
/ug2-practical/continuing-the-glm-two-factor-designs.html,7
/ug2-practical/revisiting-probability-distributions.html,7
/ads-v1/webpages.html,6
/analysis-v2/data-wrangling-a-key-skill.html?q=recode,6
/glossary/f,6
/glossary/p,6
/handyworkbook/one-sample-chi-square.html,6
/handyworkbook/pearson-correlation.html,6
/handyworkbook/spearman-correlation.html,6
/handyworkbook/the-rounding-chapter.html,6
/quant-fun-v2/data-wrangling-3.html?q=Pivot,6
/reprores-v2/plotstyle.html,6
/resources.html,6
/shinyintro/symbols.html,6
/stat-models-v1/modeling-ordinal-data.html,6
/ug2-practical/introduction-to-glm-one-factor-anova.html,6
/workshop-dataviz/installing-r.html,6
/DTHCB/dthls_sailech.html,5
/DTHCB/index.html,5
/analysis-v2/data-wrangling-a-key-skill.html?q=group_by,5
/analysis-v2/data-wrangling-a-key-skill.html?q=pivot,5
/analysis-v2/updating-r-rstudio-and-packages.html,5
/glossary/i.html,5
/glossary/v.html,5
/handyworkbook/one-sample-t-test.html,5
/msc-conv/data-wrangling-3.html,5
/msc-conv/programming-basics.html,5
/reprores-v2/sim.html,5
/stat-models-v1/data/grades.csv,5
/template/inclusion.html,5
/template/index.html,5
/ug2-practical/nhst-and-one-sample-t-tests.html,5
/workshop-dataviz/intro.html,5
/30-day-chart-challenge/slope.html,4
/DTHCB/dthcb_cohoi.html,4
/DTHCB/dthcb_ncct.html,4
/ads-v1/conventions.html,4
/ads-v1/data-types.html,4
/ads-v1/dates-times.html,4
/ads-v1/tidy.html?q=rename,4
/ads-v1/twitter-data.html?q=geom_line,4
/ads-v1/wrangle.html?q=mutate,4
/analysis-v2/multiple-regression.html,4
/analysis-v2/starting-with-r-markdown.html,4
/book-template/setup.html,4
/books/,4
/data-skills-v1/reshaping-data.html?q=pivot,4
/glossary/d,4
/glossary/f.html,4
/glossary/g,4
/glossary/m,4
/glossary/r,4
/glossary/w,4
/handyworkbook/a-full-descriptive.html,4
/handyworkbook/between-subjects-welchs-t-test.html,4
/handyworkbook/chi-square-cross-tabulation.html,4
/handyworkbook/interval-estimates.html,4
/mms/glmm.html,4
/msc-conv/intro-to-r.html,4
/msc-conv/non-parametric-tests.html,4
/msc-data-skills/datasets.html,4
/reprores-v2/dplyr.html?q=na,4
/shiny-tutorials/,4
/shinyintro/conventions.html,4
/stat-models-v1/bibliography.html,4
/30-day-chart-challenge/colours.html,3
/30-day-chart-challenge/physical.html,3
/30-day-chart-challenge/statistics.html,3
/30-day-chart-challenge/the-economist-theme.html,3
/DTHCB/dthcb_nhieu.html,3
/ads-v1/appendix-updating-r.html,3
/ads-v1/spotify-data.html,3
/ads-v1/summary.html?q=slice,3
/ads-v1/viz.html?q=facet,3
/ads-v1/wrangle.html?q=drop,3
/analysis-v2/data-wrangling-a-key-skill.html?q=mutate,3
/book-template/,3
/glossary/b.html,3
/glossary/c,3
/glossary/n,3
/glossary/o.html,3
/glossary/s,3
/glossary/t,3
/handyworkbook/between-subjects-students-t-test.html,3
/handyworkbook/within-subjects-t-test.html,3
/mms/index.html,3
/msc-conv/index.html,3
/msc-conv/loading-data.html,3
/msc-conv/multiple-regression.html,3
/msc-conv/one-way-anova.html,3
/msc-data-skills/joins.html,3
/msc-data-skills/repro.html,3
/quant-fun-v2/data-wrangling-2.html?q=filter,3
/quant-fun-v2/one-way-anova.html,3
/reprores-v2/data.html?q=xls,3
/reprores-v2/exercises.html,3
/reprores-v2/reprores-v2.pdf,3
/shiny-tutorials/03-science-tools.html,3
/template/license.html,3
/tutorials/file-formats.html,3
/ug2-practical/combining-anova-and-regression-e.g.-ancovas.html,3
/30-day-chart-challenge/circular.html,2
/30-day-chart-challenge/environment.html,2
/30-day-chart-challenge/global-challenge.html,2
/30-day-chart-challenge/interactive.html,2
/30-day-chart-challenge/multivariate.html,2
/30-day-chart-challenge/owid-data.html,2
/ads-v1/custom.html?q=as.integer,2
/ads-v1/data.html?q=export,2
/ads-v1/licensecitation.html,2
/ads-v1/plotstyle.html?q=colou,2
/ads-v1/reports.html?q=table,2
/ads-v1/summary.html?q=count,2
/ads-v1/summary.html?q=group,2
/ads-v1/summary.html?q=inline,2
/ads-v1/summary.html?q=sort,2
/ads-v1/symbols.html,2
/ads-v1/teams.html,2
/ads-v1/tidy.html?q=mutate,2
/ads-v1/twitter-hashtags.html?q=slice,2
/ads-v1/viz.html?q=bar,2
/ads-v1/viz.html?q=themes,2
/ads-v1/webpages.html?q=bootswatch,2
/ads-v1/wrangle.html?q=arrange,2
/ads-v1/wrangle.html?q=na.rm,2
/ads-v1/wrangle.html?q=recode,2
/ads-v1/wrangle.html?q=round,2
/ads-v1/wrangle.html?q=summarise,2
/analysis-v2/installing-r.html,2
/analysis-v2/one-way-anova.html?q=mutate,2
/basel-longitudinal/index.html,2
/data-skills-v1/pipes.html?q=pivot,2
/data-skills-v1/probability-continued.html?q=pivot,2
/glossary/a,2
/glossary/a.html,2
/glossary/b,2
/glossary/o,2
/glossary/t.html,2
/handyworkbook/license.html,2
/introdataviz/conclusion.html,2
/introdataviz/references.html,2
/mms/dataviz.html,2
/msc-conv/correlation.html,2
/msc-conv/intro-to-data-viz.html,2
/msc-conv/regression.html,2
/msc-conv/screening-data.html,2
/quant-fun-v2/citing-r-rstudio.html,2
/quant-fun-v2/correlations.html?q=%20assumptions%20,2
/quant-fun-v2/data-wrangling-2.html?q=mutate,2
/quant-fun-v2/intro-to-data-visualisation.html?q=factors,2
/quant-fun-v2/one-way-anova.html?q=outlier,2
/quant-fun-v2/one-way-anova.html?q=rename,2
/quant-fun-v2/power-and-effect-sizes.html?q=z%20,2
/quant-fun-v2/starting-with-data.html?q=join,2
/quant-fun-v2/t-tests.html?q=Bonferroni,2
/quant-fun-v2/t-tests.html?q=assump,2
/reprores-v2/datasets.html,2
/reprores-v2/installingr.html,2
/reprores-v2/repro.html?q=xls,2
/reprores-v2/slides/05_joins_slides.pdf,2
/rmd_output/0/,2
/rmd_output/0/index.html,2
/rmd_output/1/,2
/rmd_output/1/index.html,2
/rmd_output/2/,2
/rmd_output/3/,2
/shinyintro/data.html?q=permission,2
/template/conventions.html,2
/template/glossary-1.html,2
/template/installing-r.html,2
/template/references.html,2
/template/symbols.html,2
/ug2-practical/,2
/ug2-practical/continuing-the-glm-one-factor-anova.html,2
/ug2-practical/permutation-tests---a-skill-set.html,2
/30-day-chart-challenge/?msclkid=2d4b1865b1dc11ecbbcb00a7bcefc36b,1
/30-day-chart-challenge/animation.html,1
/30-day-chart-challenge/connections.html,1
/30-day-chart-challenge/correlation.html,1
/30-day-chart-challenge/dimensional.html,1
/30-day-chart-challenge/downupwards.html,1
/30-day-chart-challenge/experimental.html,1
/30-day-chart-challenge/financial-times-theme.html,1
/30-day-chart-challenge/mountains.html,1
/30-day-chart-challenge/new-tool.html,1
/30-day-chart-challenge/oecd-data.html,1
/30-day-chart-challenge/tiles.html,1
/30-day-chart-challenge/trend.html,1
/?s=03,1
/?s=09,1
/DTHCB/dthcb_hienmac_moimac.html?fbclid=IwAR07oTDvIJgfzF3ySCSFee8CdA20VcqmjDO5txbmz7S5MeyMnj7sfPuonBI,1
/DTHCB/dthcb_hienmac_moimac.html?fbclid=IwAR2s_D_nPOE8inodmKJ1Xmlv90rYPYF2C8OT-sMfGJb8vMH3wA7bkixGieI,1
/DTHCB/dthcb_sdnq.html,1
/ads-v1/%3Chttps://community.rstudio.com/t/how-to-turn-off-scientific-notation-like-1e-09-in-r/71575,1
/ads-v1/advanced.html,1
/ads-v1/appendix-updating-r.html?q=install,1
/ads-v1/custom.html?q=rounding,1
/ads-v1/custom.html?q=tables,1
/ads-v1/data-types.html?q=abbreviate,1
/ads-v1/data-types.html?q=factor,1
/ads-v1/data-types.html?q=log,1
/ads-v1/data-types.html?q=tab,1
/ads-v1/data-types.html?q=table,1
/ads-v1/data.html?q=convert,1
/ads-v1/data.html?q=factor%20order,1
/ads-v1/data.html?q=plots,1
/ads-v1/data.html?q=rename,1
/ads-v1/data.html?q=scientific,1
/ads-v1/data.html?q=table,1
/ads-v1/dates-times.html?q=dece,1
/ads-v1/dates-times.html?q=lubridate,1
/ads-v1/dates-times.html?q=round,1
/ads-v1/joins.html?q=as.,1
/ads-v1/joins.html?q=join,1
/ads-v1/joins.html?q=left,1
/ads-v1/joins.html?q=variable,1
/ads-v1/plotstyle.html?q=brewer,1
/ads-v1/plotstyle.html?q=colour,1
/ads-v1/plotstyle.html?q=colours,1
/ads-v1/plotstyle.html?q=fill,1
/ads-v1/plotstyle.html?q=scale_col,1
/ads-v1/plotstyle.html?q=scale_color_br,1
/ads-v1/plotstyle.html?q=themes,1
/ads-v1/practice-report.html?q=stat_summary,1
/ads-v1/references-1.html,1
/ads-v1/reports.html?q=down,1
/ads-v1/reports.html?q=gtextra,1
/ads-v1/reports.html?q=min,1
/ads-v1/reports.html?q=row_spec,1
/ads-v1/reports.html?q=tibble,1
/ads-v1/spotify-data.html?q=groups,1
/ads-v1/summary.html?q=arrange%20desc,1
/ads-v1/summary.html?q=count%20,1
/ads-v1/summary.html?q=filter,1
/ads-v1/summary.html?q=filter%20and%20mutate,1
/ads-v1/summary.html?q=inlin,1
/ads-v1/summary.html?q=inline%20,1
/ads-v1/summary.html?q=log,1
/ads-v1/summary.html?q=prolific,1
/ads-v1/summary.html?q=summari,1
/ads-v1/summary.html?q=summarise,1
/ads-v1/tidy.html?q=brewer,1
/ads-v1/tidy.html?q=column%20types,1
/ads-v1/tidy.html?q=mean,1
/ads-v1/tidy.html?q=pivo,1
/ads-v1/tidy.html?q=rename%20colum,1
/ads-v1/tidy.html?q=total,1
/ads-v1/twitter-data.html?q=export,1
/ads-v1/twitter-data.html?q=lubridate,1
/ads-v1/twitter-data.html?q=slice,1
/ads-v1/twitter-data.html?q=top,1
/ads-v1/twitter-hashtags.html?q=slice_max,1
/ads-v1/twitter-hashtags.html?q=tolower,1
/ads-v1/twitter-hashtags.html?q=total,1
/ads-v1/viz.html?q=THEMES,1
/ads-v1/viz.html?q=bar%20plot,1
/ads-v1/viz.html?q=combine,1
/ads-v1/viz.html?q=coord,1
/ads-v1/viz.html?q=dodge,1
/ads-v1/viz.html?q=dodged,1
/ads-v1/viz.html?q=dodged%20his,1
/ads-v1/viz.html?q=lubridate,1
/ads-v1/viz.html?q=patchwork,1
/ads-v1/viz.html?q=recode,1
/ads-v1/viz.html?q=scale_y_con,1
/ads-v1/viz.html?q=seq,1
/ads-v1/viz.html?q=set%20up,1
/ads-v1/viz.html?q=theme,1
/ads-v1/viz.html?q=variable,1
/ads-v1/viz.html?q=violin,1
/ads-v1/webpages.html?q=COLOURS,1
/ads-v1/wrangle.html?q=.groups%20=%20%22drop%22,1
/ads-v1/wrangle.html?q=MISSING,1
/ads-v1/wrangle.html?q=as.fa,1
/ads-v1/wrangle.html?q=as.factor,1
/ads-v1/wrangle.html?q=ascendin,1
/ads-v1/wrangle.html?q=ascending%20,1
/ads-v1/wrangle.html?q=filter,1
/ads-v1/wrangle.html?q=group%20by,1
/ads-v1/wrangle.html?q=missing,1
/ads-v1/wrangle.html?q=omit,1
/ads-v1/wrangle.html?q=order,1
/ads-v1/wrangle.html?q=remove,1
/ads-v1/wrangle.html?q=rename,1
/ads-v1/wrangle.html?q=rounding,1
/ads-v1/wrangle.html?q=slice,1
/ads-v1/wrangle.html?q=sum,1
/ads-v1/wrangle.html?q=top%203,1
/analysis-v2/acknowledgements.html,1
/analysis-v2/data-wrangling-a-key-skill.html?q=combin,1
/analysis-v2/data-wrangling-a-key-skill.html?q=group,1
/analysis-v2/data-wrangling-a-key-skill.html?q=join,1
/analysis-v2/data-wrangling-a-key-skill.html?q=pivot_longer,1
/analysis-v2/data-wrangling-a-key-skill.html?q=ungroup,1
/analysis-v2/data-wrangling-a-key-skill.html?q=wide%20format,1
/analysis-v2/data-wrangling-a-key-skill.html?q=wider,1
/analysis-v2/factorial-anova.html?q=mean,1
/analysis-v2/multiple-regression.html?q=pivot,1
/analysis-v2/multiple-regression.html?q=recode,1
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html?msclkid=669032e7b00811ecbf630347f7c4b678,1
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html?q=pivot_longer,1
/analysis-v2/nhst-binomial-test-and-one-sample-t-test.html?q=wide,1
/analysis-v2/nhst-paired-sample-t-test-and-nonparametric-tests.html?q=chi-square,1
/analysis-v2/nhst-two-sample-t-test.html?q=broom,1
/analysis-v2/nhst-two-sample-t-test.html?q=column,1
/analysis-v2/nhst-two-sample-t-test.html?q=group,1
/analysis-v2/nhst-two-sample-t-test.html?q=mutate,1
/analysis-v2/starting-with-r-markdown.html?q=DV,1
/analysis-v2/starting-with-r-markdown.html?q=group_by,1
/basel-longitudinal/,1
/basel-longitudinal/regression-basics.html,1
/book-template/inclusion.html,1
/book-template/index.html,1
/book-template/psyteachr-style-guide.html,1
/book-template/symbols.html,1
/data-skills-v1/data-wrangling-1.html?q=combine,1
/data-skills-v1/data-wrangling-1.html?q=merg,1
/data-skills-v1/data-wrangling-2.html?q=ahi-cesd,1
/data-skills-v1/intro-to-data-viz.html?q=bar,1
/data-skills-v1/intro-to-data-viz.html?q=factor,1
/data-skills-v1/intro-to-probability.html?q=dist,1
/data-skills-v1/loading-data.html?q=combine,1
/data-skills-v1/mega-pipe.html?q=density,1
/data-skills-v1/mega-pipe.html?q=outlier%20,1
/data-skills-v1/mega-pipe.html?q=pivot,1
/data-skills-v1/pipes.html?q=geom_col,1
/data-skills-v1/project-analysis.html?q=pivot,1
/data-skills-v1/project-analysis.html?q=recode,1
/glossary/d.html,1
/glossary/d.html?q=na,1
/glossary/index.html,1
/glossary/j.html,1
/glossary/m.html,1
/glossary/n.html,1
/glossary/q,1
/glossary/r.html,1
/glossary/u,1
/glossary/w.html,1
/handyworkbook/random-formulas.html,1
/handyworkbook/references.html,1
/index.html,1
/introdataviz/additional-customisation-options.html,1
/introdataviz/additional-resources.html,1
/introdataviz/images/logos/logo.png,1
/msc-conv/additional-r-resources.html,1
/msc-conv/data-transformation.html,1
/msc-conv/factorial-anova.html,1
/msc-conv/power-and-error.html,1
/msc-data-skills/bookrefs.html,1
/quant-fun-v2/additional-resources.html,1
/quant-fun-v2/correlations.html?q=assum,1
/quant-fun-v2/correlations.html?q=spearm,1
/quant-fun-v2/correlations.html?q=spearman,1
/quant-fun-v2/data-wrangling-1.html?q=NA,1
/quant-fun-v2/data-wrangling-2.html?q=%in%%20c,1
/quant-fun-v2/data-wrangling-2.html?q=na.rm,1
/quant-fun-v2/data-wrangling-2.html?q=recode,1
/quant-fun-v2/data-wrangling-2.html?q=summary(,1
/quant-fun-v2/data-wrangling-3.html?q=NULL,1
/quant-fun-v2/data-wrangling-3.html?q=gather,1
/quant-fun-v2/data-wrangling-3.html?q=inner,1
/quant-fun-v2/data-wrangling-3.html?q=null,1
/quant-fun-v2/data-wrangling-3.html?q=pivo,1
/quant-fun-v2/data-wrangling-3.html?q=pivot,1
/quant-fun-v2/intro-to-data-visualisation.html?q=as.factors,1
/quant-fun-v2/intro-to-data-visualisation.html?q=factor,1
/quant-fun-v2/intro-to-r.html?q=merging,1
/quant-fun-v2/multiple-regression.html?q=assumption%20tests,1
/quant-fun-v2/multiple-regression.html?q=homoscedasticity,1
/quant-fun-v2/one-way-anova.html?q=Holm,1
/quant-fun-v2/power-and-effect-sizes.html?msclkid=1440a4bbb19f11ecb326aa500626a594,1
/quant-fun-v2/power-and-effect-sizes.html?q=chi-square,1
/quant-fun-v2/power-and-effect-sizes.html?q=correlation,1
/quant-fun-v2/programming-basics.html?q=?function,1
/quant-fun-v2/programming-basics.html?q=chi,1
/quant-fun-v2/references.html,1
/quant-fun-v2/regression.html?q=moderate,1
/quant-fun-v2/regression.html?q=regression,1
/quant-fun-v2/screening-data.html?q=describe,1
/quant-fun-v2/screening-data.html?q=missing%20value,1
/quant-fun-v2/screening-data.html?q=na.rm,1
/quant-fun-v2/screening-data.html?q=pairwise%20del,1
/quant-fun-v2/screening-data.htmlpivot_wider,1
/quant-fun-v2/starting-with-data.html?q=assign,1
/quant-fun-v2/starting-with-data.html?q=gather,1
/quant-fun-v2/starting-with-data.html?q=load%20package,1
/quant-fun-v2/starting-with-data.html?q=str(,1
/quant-fun-v2/t-tests.html?q=%20Bonferroni,1
/quant-fun-v2/t-tests.html?q=10.1.3.1%20,1
/quant-fun-v2/t-tests.html?q=NULL,1
/quant-fun-v2/t-tests.html?q=Q-Q,1
/quant-fun-v2/t-tests.html?q=cohen%27s%20d,1
/quant-fun-v2/t-tests.html?q=factor(),1
/quant-fun-v2/t-tests.html?q=multiple%20,1
/quant-fun-v2/t-tests.html?q=multiple%20comparo,1
/quant-fun-v2/t-tests.html?q=null,1
/quant-fun-v2/t-tests.html?q=rename,1
/quant-fun-v2/t-tests.html?q=residual,1
/quant-fun-v2/visualisation.html?q=discrete,1
/quant-fun-v2/visualisation.html?q=ggplot,1
/reprores-v2/data.html?q=csv,1
/reprores-v2/data.html?q=data.fram,1
/reprores-v2/data.html?q=write,1
/reprores-v2/dplyr.html?q=NA,1
/reprores-v2/installingr.html?q=ns,1
/reprores-v2/repro.html?q=NA,1
/reprores-v2/repro.html?q=xlsx,1
/reprores-v2/reprores-v2.epub,1
/reprores-v2/tidyr.html?q=NA,1
/reprores-v2/tidyr.html?q=na,1
/reprores-v2/tidyr.html?q=pivot,1
/resources,1
/rmd_output/4/,1
/shiny-tutorials/defs.html,1
/shinyintro/glossary.html,1
/shinyintro/outputs.html?q=DTO,1
/shinyintro/outputs.html?q=DTout,1
/shinyintro/sharing.html?q=permission,1
/shinyintro/shinydashboard.html?q=DT,1
/stat-models-v1/correlation-and-regression.html?q=pivot,1
/stat-models-v1/data/heights_and_weights.csv,1
/stat-models-v1/data/multiple-regression.html,1
/stat-models-v1/generalized-linear-mixed-effects-models.html?msclkid=e57be49fb09c11ec840d5c9796d6ca70,1
/stat-models-v1/generalized-linear-mixed-effects-models.html?q=logistic,1
/stat-models-v1/interactions.html?q=dummy,1
/stat-models-v1/symbols.html,1
/trdair_workshop/assessr.html,1
/trdair_workshop/webex.html,1
/tutorials/index.html,1
/tutorials/multiple-import.html,1
/tutorials/pipes.html,1
/tutorials/reverse-scoring.html,1
/tutorials/testing-for-normality.html,1
/ug2-practical/apes---alpha-power-effect-sizes-sample-size.html,1
/ug2-practical/correlations.html,1
/ug2-practical/reflection---chpts-10-15.html,1
/ug2-practical/regression.html,1
/ug2-practical/within-subjects-t-test.html?msclkid=167488a1b04e11ec93c8677858fd5036,1
/workshop-dataviz/glossary.html,1
/workshop-dataviz/index.html%3Chttps://protect-eu.mimecast.com/s/Um1PCX7ZjHGjPwi63qwf?domain=emilynordmann.github.io%3E,1

# Start date: 20220327
# End date: 20220402
Page path + query string and screen class,Views,Users
/,405,257
/ads-v1/wrangle.html,248,52
/ads-v1/viz.html,236,64
/ads-v1/tidy.html,218,60
/ads-v1/summary.html,217,53
/ads-v1/reports.html,130,58
/ads-v1/intro.html,123,43
/30-day-chart-challenge/,117,102
/ads-v1/data.html,116,43
/30-day-chart-challenge/part-to-whole.html,110,72
/ads-v1/joins.html,107,48
/data-skills-v1/,101,60
/ads-v1/,99,55
/msc-data-skills/ggplot.html,95,77
/quant-fun-v2/data-wrangling-1.html,95,24
/quant-fun-v2/,91,59
/ads-v1/index.html,89,36
/msc-data-skills/glm.html,89,74
/shinyintro/first-app.html,86,48
/stat-models-v1/,83,62
/ads-v1/custom.html,81,38
/shinyintro/,81,62
/quant-fun-v2/intro-to-data-visualisation.html,77,28
/quant-fun-v2/data-wrangling-2.html,75,25
/quant-fun-v2/data-wrangling-3.html,71,22
/quant-fun-v2/t-tests.html,67,30
/ug2-practical/within-subjects-t-test.html,66,59
/ads-v1/twitter-hashtags.html,65,16
/analysis-v2/,62,48
/30-day-chart-challenge/pictogram.html,59,47
/shinyintro/index.html,57,38
/introdataviz/transforming-data.html,56,29
/ads-v1/twitter-data.html,54,11
/introdataviz/advanced-plots.html,52,43
/quant-fun-v2/starting-with-data.html,52,19
/shiny-tutorials/01-first-app.html,52,44
/quant-fun-v2/correlations.html,51,26
/reprores-v2/,50,33
/shinyintro/shinydashboard.html,48,24
/shinyintro/installing-r.html,43,29
/handyworkbook/,42,26
/msc-data-skills/sim.html,41,36
/quant-fun-v2/power-and-effect-sizes.html,41,22
/stat-models-v1/introducing-linear-mixed-effects-models.html,41,24
/shinyintro/outputs.html,39,33
/shinyintro/data.html,38,24
/introdataviz/representing-summary-statistics.html,37,30
/shinyintro/inputs.html,36,28
/data-skills-v1/getting-to-know-the-data.html,34,20
/introdataviz/,33,26
/shinyintro/reports.html,33,30
/stat-models-v1/generalized-linear-mixed-effects-models.html,33,19
/ads-v1/practice-report.html,31,23
/data-skills-v1/data-wrangling-1.html,31,23
/stat-models-v1/interactions.html,31,16
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,29,23
/quant-fun-v2/probability.html,28,18
/stat-models-v1/correlation-and-regression.html,27,17
/analysis-v2/data-wrangling-a-key-skill.html,26,11
/stat-models-v1/index.html,26,20
/data-skills-v1/probability-continued.html,24,6
/reprores-v2/intro.html,24,11
/DTHCB/,23,9
/analysis-v2/correlations.html,23,8
/introdataviz/multi-part-plots.html,23,14
/quant-fun-v2/intro-to-r.html,23,14
